state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used
OK,46,99,3,51,94,3,2,146,10259,148,7870,148,1403,146,267,148,88,146,1,146,15,146,904,148,374,146,388,148,1360,146,1340,148,43,146,39,146,995,148,0.767131299346915,148,7870,10259,0.181971465629053,146,1403,7710,0.139324726911619,146,1403,10070,0.395767195767196,146,374,945,0.908542713567839,148,904,995,2021/09/13,,1,148,18,148,25,148,33,148,52,148,59,148,49,148,22,148,8,148,2,146,15,146,12,146,10,146,9,146,15,146,17,146,8,146,0,146,26,146,4140,2737,1534,1781,33,101
OR,6,51,7,6,51,7,21,62,7075,64,5566,64,1139,62,92,64,72,62,0,62,4,62,676,64,267,62,263,64,1124,62,1023,64,15,62,6,62,851,64,0.786713780918728,64,5566,7075,0.208990825688073,62,1139,5450,0.164857432334636,62,1139,6909,0.323244552058111,62,267,826,0.794359576968273,64,676,851,2021/09/13,,0,64,4,64,10,64,10,64,17,64,22,64,18,64,8,64,3,64,1,62,2,62,1,62,4,62,10,62,17,62,23,62,14,62,0,62,17,62,1485,125,137,366,0,0
AK,6,17,1,6,17,1,3,24,1569,24,1127,24,225,24,32,24,2,24,3,24,0,24,105,24,52,24,52,24,219,24,216,24,6,24,1,24,130,24,0.718291905672403,24,1127,1569,0.199645075421473,24,225,1127,0.1434034416826,24,225,1569,0.4,24,52,130,0.807692307692308,24,105,130,2021/09/13,,0,24,1,24,7,24,7,24,6,24,4,24,4,24,3,24,0,24,0,24,0,24,0,24,0,24,0,24,1,24,1,24,0,24,0,24,4,24,337,279,148,136,0,3
AL,38,65,14,40,60,17,11,112,15234,116,12060,116,2381,112,227,114,146,112,13,112,16,112,1568,116,732,112,731,114,2315,112,2207,114,66,112,52,112,1586,116,0.791650256006302,116,12060,15234,0.20471154672857,111,2381,11631,0.161401843817787,111,2381,14752,0.472868217054264,111,732,1548,0.988650693568726,116,1568,1586,2021/09/13,,0,114,13,114,29,114,24,114,47,114,51,114,38,114,25,114,0,114,0,112,12,112,12,112,13,112,17,112,21,112,16,112,55,112,0,112,51,112,5792,1687,636,3933,0,56
AR,19,89,2,21,87,2,6,108,9413,110,7168,110,1028,108,122,110,87,108,3,108,11,108,906,110,371,108,364,110,1004,108,926,110,24,108,14,108,988,110,0.761500053118028,110,7168,9413,0.143756118025451,108,1028,7151,0.109770421783235,108,1028,9365,0.383660806618407,108,371,967,0.917004048582996,110,906,988,2021/09/13,,0,110,8,110,11,110,11,110,20,110,22,110,24,110,16,110,10,110,1,108,6,108,5,108,8,108,5,108,21,108,20,108,21,108,0,108,24,108,4595,588,672,1704,0,95
AS,0,1,0,0,1,0,0,1,150,1,79,1,0,1,0,1,0,1,0,1,0,1,5,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.526666666666667,1,79,150,0,1,0,79,0,1,0,150,0,1,0,7,0.714285714285714,1,5,7,2021/09/13,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,30,0,0,0,0,0
AZ,38,79,3,37,80,3,22,117,17163,120,12716,120,1993,117,193,120,116,117,3,117,8,117,1400,120,524,117,518,120,1948,117,1714,120,45,117,31,117,2168,120,0.74089611373303,120,12716,17163,0.159465514482317,117,1993,12498,0.118026767736587,117,1993,16886,0.249167855444603,117,524,2103,0.645756457564576,120,1400,2168,2021/09/13,,2,120,9,120,23,120,33,120,36,120,32,120,35,120,22,120,1,120,0,117,12,117,18,117,16,117,22,117,21,117,17,117,10,117,0,117,59,117,1936,1113,728,229,2,0
CA,114,264,34,133,244,35,58,404,65266,412,52306,412,6821,404,651,412,387,404,23,404,16,404,5814,412,1823,404,1804,412,6705,404,6377,412,116,404,101,404,7234,412,0.801428002328931,412,52306,65266,0.131962313064675,404,6821,51689,0.10581099528419,404,6821,64464,0.258325067309055,404,1823,7057,0.803704727674869,412,5814,7234,2021/09/13,,11,412,52,412,67,411,99,412,104,412,125,412,109,412,82,412,2,412,3,404,21,404,49,404,44,404,47,404,84,404,70,404,67,404,2,404,143,404,9676,9033,3423,2345,0,175
CO,13,73,20,12,74,20,7,104,11953,106,8633,106,972,104,135,106,54,104,5,104,15,104,1018,106,348,104,346,106,945,103,875,105,27,104,16,104,1339,106,0.722245461390446,106,8633,11953,0.113817330210773,104,972,8540,0.082053013675502,104,972,11846,0.26646248085758,104,348,1306,0.760268857356236,106,1018,1339,2021/09/13,,0,106,15,106,14,105,14,105,21,105,34,106,20,105,17,105,0,106,2,104,7,103,10,103,5,103,10,103,9,104,3,103,8,103,0,104,8,104,663,1013,268,342,0,3
CT,1,33,5,0,34,5,8,38,8429,39,6967,39,361,38,35,39,25,38,0,38,0,38,606,39,94,38,95,39,359,38,319,39,2,38,1,38,1025,39,0.826551192312255,39,6967,8429,0.052379570516541,38,361,6892,0.043274994006234,38,361,8342,0.093718843469591,38,94,1003,0.591219512195122,39,606,1025,2021/09/13,,0,39,4,39,3,39,3,39,5,39,9,39,5,39,4,39,2,39,0,38,1,38,3,38,3,38,1,38,9,38,6,38,2,38,0,38,4,38,1087,624,638,120,0,0
DC,0,12,2,0,12,2,0,12,3477,14,2833,14,141,13,17,14,50,13,4,13,1,13,273,14,21,12,20,13,122,13,107,14,19,13,18,13,350,14,0.81478285878631,14,2833,3477,0.051572787125091,13,141,2734,0.042026825633383,13,141,3355,0.064024390243902,12,21,328,0.78,14,273,350,2021/09/13,,0,14,3,14,3,14,0,14,3,14,4,14,2,14,2,14,0,14,0,13,3,13,16,13,6,13,6,13,11,13,5,13,3,13,0,13,4,12,290,258,148,65,0,0
DE,2,12,2,3,11,2,3,15,3506,16,2780,16,275,15,23,16,28,15,5,15,0,15,173,16,45,15,43,16,261,15,236,16,14,15,9,15,199,16,0.792926411865374,16,2780,3506,0.099854756717502,15,275,2754,0.079091170549324,15,275,3477,0.231958762886598,15,45,194,0.869346733668342,16,173,199,2021/09/13,,0,16,1,16,2,16,1,16,6,16,2,16,6,16,5,16,0,16,0,15,4,15,2,15,3,15,2,15,6,15,7,15,4,15,0,15,5,15,532,51,136,76,0,0
FL,39,165,59,38,166,59,122,257,59271,263,48518,263,9393,257,989,263,230,257,39,257,30,257,5914,263,2381,257,2412,263,9232,257,8890,263,161,257,141,257,6688,263,0.81857906902195,263,48518,59271,0.196551507669129,257,9393,47789,0.161056909175083,257,9393,58321,0.365745007680492,257,2381,6510,0.88427033492823,263,5914,6688,2021/09/13,,9,263,52,261,103,261,105,261,158,261,168,261,163,261,177,261,54,263,3,257,18,255,22,255,23,255,30,255,45,255,47,255,38,255,4,257,190,257,12004,2463,3127,3387,0,4
GA,48,108,15,47,108,16,13,168,23183,171,20409,171,5537,168,652,171,148,168,13,168,47,168,2656,171,1541,168,1523,171,5420,168,5094,171,117,168,71,168,2773,171,0.880343355044645,171,20409,23183,0.274190353570367,168,5537,20194,0.242075809906877,168,5537,22873,0.568215339233038,168,1541,2712,0.957807428777497,171,2656,2773,2021/09/13,,2,170,51,170,43,171,58,170,99,171,98,170,80,171,56,171,78,171,1,168,5,167,14,167,6,167,12,167,14,167,17,167,11,167,64,168,76,168,7213,3970,1401,7103,1,147
HI,5,17,4,5,17,4,4,26,2612,26,2069,26,354,26,35,26,19,26,1,26,1,26,200,26,77,26,77,26,347,26,334,26,7,26,3,26,233,26,0.792113323124043,26,2069,2612,0.17109714838086,26,354,2069,0.135528330781011,26,354,2612,0.330472103004292,26,77,233,0.858369098712446,26,200,233,2021/09/13,,0,26,1,26,2,26,2,26,10,26,4,26,6,26,5,26,5,26,0,26,0,26,1,26,2,26,4,26,5,26,5,26,2,26,0,26,4,26,442,0,10,184,0,92
WV,24,35,4,26,33,4,14,59,5952,63,4849,63,983,59,102,63,48,59,3,59,1,59,573,63,275,59,290,63,973,59,958,63,10,59,9,59,677,63,0.814684139784946,63,4849,5952,0.207340223581523,59,983,4741,0.170452574995665,59,983,5767,0.439297124600639,59,275,626,0.846381093057607,63,573,677,2021/09/13,,1,63,6,63,6,63,11,63,24,63,23,63,19,63,12,63,0,63,0,59,5,59,1,59,5,59,9,59,11,59,12,59,5,59,0,59,16,59,30,0,38,42,0,0
WY,10,19,2,12,17,2,4,29,1743,31,900,31,200,29,30,31,12,29,3,29,0,29,80,31,59,29,55,31,193,29,192,31,7,29,7,29,136,31,0.516351118760757,31,900,1743,0.226757369614512,29,200,882,0.118203309692671,29,200,1692,0.450381679389313,29,59,131,0.588235294117647,31,80,136,2021/09/13,,0,31,3,31,5,31,3,31,8,31,3,31,7,31,1,31,0,31,0,29,2,29,2,29,3,29,3,29,2,29,0,29,0,29,0,29,3,29,619,490,242,157,0,14
