state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used
OK,39,98,11,44,93,11,5,146,10286,148,7875,148,1420,146,285,148,87,146,2,146,8,146,881,148,367,146,381,148,1381,146,1362,148,39,146,37,146,1018,148,0.765603733229632,148,7875,10286,0.184152509402153,146,1420,7711,0.140635832425473,146,1420,10097,0.379132231404959,146,367,968,0.865422396856582,148,881,1018,2021/09/11,,0,148,17,148,23,148,35,148,53,148,63,148,51,148,28,148,15,148,1,146,18,146,10,146,6,146,11,146,15,146,17,146,9,146,0,146,25,146,4405,3237,1542,2025,0,91
OR,5,52,7,7,50,7,24,62,7036,64,5517,64,1174,62,136,64,68,62,2,62,5,62,671,64,270,62,268,64,1160,62,1071,64,14,62,9,62,859,64,0.784110289937464,64,5517,7036,0.217045664633019,62,1174,5409,0.170887918486172,62,1174,6870,0.323741007194245,62,270,834,0.781140861466822,64,671,859,2021/09/11,,0,64,11,64,14,64,14,64,27,64,25,64,31,64,14,64,0,64,0,62,5,62,6,62,8,62,5,62,12,62,20,62,12,62,0,62,22,62,1833,233,213,517,0,0
AK,6,16,1,7,15,1,3,23,1438,23,1096,23,213,23,30,23,3,23,1,23,1,23,108,23,50,23,50,23,211,23,206,23,2,23,1,23,126,23,0.762169680111266,23,1096,1438,0.194343065693431,23,213,1096,0.148122392211405,23,213,1438,0.396825396825397,23,50,126,0.857142857142857,23,108,126,2021/09/11,,1,23,3,23,10,23,0,23,3,23,6,23,2,23,5,23,0,23,0,23,0,23,0,23,0,23,1,23,2,23,0,23,0,23,0,23,4,23,498,279,246,277,0,3
AL,38,68,11,40,63,14,11,115,15250,117,12300,117,2576,115,272,117,112,115,13,115,13,115,1592,117,772,115,766,117,2515,115,2368,117,61,115,50,115,1585,117,0.80655737704918,117,12300,15250,0.211424819435325,115,2576,12184,0.170629926475459,115,2576,15097,0.499030381383323,115,772,1547,1.004416403785489,117,1592,1585,2021/09/11,,2,117,11,117,27,117,42,117,49,117,59,117,46,117,36,117,0,117,1,115,5,115,9,115,12,115,25,115,22,115,25,115,13,115,0,115,45,115,8669,2172,1390,6133,0,190
AR,20,87,2,21,86,2,7,107,9424,109,7226,109,1113,107,144,109,72,107,3,107,14,107,906,109,397,107,391,109,1093,107,1020,109,20,107,10,107,979,109,0.766765704584041,109,7226,9424,0.154433189954211,107,1113,7207,0.118707337883959,107,1113,9376,0.414405010438413,107,397,958,0.925434116445352,109,906,979,2021/09/11,,2,109,6,109,11,109,15,109,25,109,30,109,25,109,17,109,13,109,1,107,6,107,5,107,6,107,6,107,16,107,16,107,16,107,0,107,13,107,4711,594,663,1691,0,95
AS,0,1,0,0,1,0,0,1,150,1,78,1,0,1,0,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.52,1,78,150,0,1,0,78,0,1,0,150,0,1,0,7,0.571428571428571,1,4,7,2021/09/11,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,30,0,0,0,0,0
AZ,38,77,3,37,78,3,18,115,16952,118,12457,118,2086,115,215,118,135,115,3,115,13,115,1420,118,534,115,529,118,2037,115,1805,118,49,115,32,115,2171,118,0.734839546956111,118,12457,16952,0.170299616295208,115,2086,12249,0.125104953820319,115,2086,16674,0.253561253561254,115,534,2106,0.654076462459696,118,1420,2171,2021/09/11,,1,118,7,118,19,118,33,118,49,118,46,118,36,118,22,118,2,118,1,115,12,115,10,115,15,115,22,115,20,115,37,115,18,115,0,115,54,115,3538,4818,887,465,5,0
CA,106,256,34,129,232,35,43,388,63787,396,50629,396,7034,388,671,396,418,388,20,388,7,388,5778,396,1931,388,1844,396,6931,388,6590,396,103,388,82,388,7244,396,0.793719723454622,396,50629,63787,0.14050857953297,388,7034,50061,0.111688022991791,388,7034,62979,0.27355149454597,388,1931,7059,0.797625621203755,396,5778,7244,2021/09/11,,5,395,44,395,78,395,112,394,125,394,127,395,85,394,95,394,0,396,3,388,38,387,51,386,45,386,62,386,69,386,88,386,62,386,0,388,109,388,12314,11294,3565,2522,0,176
CO,12,73,20,12,73,20,8,103,11840,105,8595,105,990,103,120,105,64,103,3,103,20,103,1033,105,365,103,366,105,953,103,884,105,37,103,15,103,1341,105,0.725929054054054,105,8595,11840,0.116279069767442,103,990,8514,0.084377397085144,103,990,11733,0.279051987767584,103,365,1308,0.770320656226696,105,1033,1341,2021/09/11,,0,105,12,105,17,104,12,104,20,104,21,105,21,104,17,104,0,105,4,103,6,102,6,102,5,102,11,102,12,103,7,102,13,102,0,103,9,103,727,1154,281,357,0,9
CT,1,32,5,0,33,5,11,37,8135,38,6764,38,384,37,40,38,33,37,1,37,0,37,632,38,86,37,87,38,378,37,325,38,6,37,5,37,1052,38,0.831468961278426,38,6764,8135,0.057287781590333,37,384,6703,0.047713717693837,37,384,8048,0.083495145631068,37,86,1030,0.600760456273764,38,632,1052,2021/09/11,,0,38,5,38,2,38,2,38,4,38,11,38,9,38,6,38,1,38,0,37,2,37,4,37,3,37,3,37,6,37,7,37,8,37,0,37,3,37,1464,2328,837,219,0,11
DC,0,12,2,0,12,2,0,13,3495,14,2820,14,145,13,11,14,59,13,3,13,0,13,273,14,30,13,24,14,122,13,107,14,23,13,21,13,345,14,0.8068669527897,14,2820,3495,0.053113553113553,13,145,2730,0.043039477589789,13,145,3369,0.092879256965944,13,30,323,0.791304347826087,14,273,345,2021/09/11,,0,14,2,14,0,14,2,14,2,14,2,14,2,14,1,14,0,14,2,13,4,13,11,13,7,13,11,13,16,13,6,13,2,13,0,13,1,13,328,258,148,76,0,0
DE,3,12,1,4,11,1,2,15,3514,16,2782,16,280,15,23,16,43,15,2,15,1,15,170,16,41,15,38,16,274,15,255,16,6,15,3,15,199,16,0.791690381331816,16,2782,3514,0.101486045668721,15,280,2759,0.080344332855093,15,280,3485,0.211340206185567,15,41,194,0.85427135678392,16,170,199,2021/09/11,,0,16,2,16,1,16,5,16,6,16,5,16,2,16,2,16,0,16,0,15,4,15,4,15,2,15,4,15,8,15,11,15,10,15,0,15,3,15,430,98,146,78,0,0
FL,47,153,59,45,155,59,145,253,59443,259,48950,259,10247,253,1079,259,198,253,35,253,25,253,6059,259,2512,253,2543,259,10092,253,9773,259,155,253,144,253,6785,259,0.823477953669902,259,48950,59443,0.212425888303827,253,10247,48238,0.175270251778872,253,10247,58464,0.381357218764233,253,2512,6587,0.892999263080324,259,6059,6785,2021/09/11,,4,259,57,259,95,259,119,259,173,259,207,259,169,259,201,259,54,259,1,253,12,253,27,253,22,253,33,253,34,253,34,253,34,253,1,253,186,253,20747,3191,3754,6022,0,86
GA,46,106,15,45,106,16,16,164,22748,167,20138,167,5797,164,710,167,159,164,67,164,48,164,2719,167,1604,164,1582,167,5671,164,5340,167,126,164,78,164,2825,167,0.885264638649552,167,20138,22748,0.290693009728212,164,5797,19942,0.258333333333333,164,5797,22440,0.580108499095841,164,1604,2765,0.962477876106195,167,2719,2825,2021/09/11,,6,167,60,167,45,167,79,167,110,167,102,167,100,167,56,167,74,167,1,164,8,164,12,164,7,164,25,164,24,164,22,164,10,164,52,164,82,164,9081,4212,1614,7927,0,106
HI,7,19,0,7,19,0,5,26,2601,26,2065,26,391,26,29,26,9,26,0,26,2,26,189,26,71,26,71,26,385,26,364,26,6,26,3,26,231,26,0.793925413302576,26,2065,2601,0.189346246973366,26,391,2065,0.150326797385621,26,391,2601,0.307359307359307,26,71,231,0.818181818181818,26,189,231,2021/09/11,,1,26,1,26,3,26,1,26,8,26,8,26,2,26,1,26,4,26,0,26,1,26,1,26,0,26,1,26,3,26,2,26,1,26,0,26,10,26,473,11,38,194,0,15
WV,21,38,4,22,37,4,10,59,6128,63,4975,63,967,59,116,63,70,59,5,59,1,59,572,63,271,59,277,63,951,59,919,63,16,59,14,59,679,63,0.81184725848564,63,4975,6128,0.198115140340094,59,967,4881,0.162767210907255,59,967,5941,0.431528662420382,59,271,628,0.842415316642121,63,572,679,2021/09/11,,1,63,10,63,11,63,16,63,12,63,33,63,18,63,15,63,0,63,0,59,9,59,3,59,6,59,6,59,23,59,14,59,9,59,0,59,17,59,1239,124,156,586,0,44
WY,10,19,2,10,19,2,1,29,1743,31,905,31,214,29,33,31,50,29,4,29,0,29,93,31,54,29,56,31,213,29,212,31,1,29,1,29,138,31,0.519219736087206,31,905,1743,0.24180790960452,29,214,885,0.126477541371158,29,214,1692,0.409090909090909,29,54,132,0.673913043478261,31,93,138,2021/09/11,,0,31,2,31,2,31,4,31,6,31,7,31,6,31,6,31,0,31,0,29,9,29,4,29,14,29,7,29,10,29,1,29,5,29,0,29,3,29,677,500,249,149,0,7
