state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used
OK,48,86,2,52,82,2,4,134,9472,136,7072,136,1417,134,274,136,79,134,3,134,3,134,887,136,379,134,393,136,1374,134,1355,136,43,134,42,134,1014,136,0.746621621621622,136,7072,9472,0.205124493341054,134,1417,6908,0.15264461919638,134,1417,9283,0.393153526970954,134,379,964,0.874753451676529,136,887,1014,2021/09/10,,1,136,18,136,23,136,36,136,46,136,57,136,56,136,20,136,17,136,2,134,15,134,9,134,8,134,15,134,15,134,10,134,5,134,0,134,20,134,4008,2632,1474,1340,0,40
OR,3,53,7,8,48,7,27,61,7046,63,5383,63,1177,61,108,63,75,61,1,61,8,61,632,63,260,61,257,63,1162,61,1073,63,15,61,9,61,826,63,0.763979562872552,63,5383,7046,0.223127962085308,61,1177,5275,0.171075581395349,61,1177,6880,0.324594257178527,61,260,801,0.765133171912833,63,632,826,2021/09/10,,0,63,11,63,12,63,16,63,12,63,26,63,13,63,15,63,3,63,0,61,6,61,7,61,7,61,7,61,14,61,20,61,14,61,0,61,24,61,1587,106,119,247,6,0
AK,8,13,1,8,13,1,2,22,1393,22,1041,22,210,22,30,22,5,22,2,22,1,22,111,22,52,22,52,22,207,22,199,22,3,22,2,22,132,22,0.747307968413496,22,1041,1393,0.201729106628242,22,210,1041,0.150753768844221,22,210,1393,0.393939393939394,22,52,132,0.840909090909091,22,111,132,2021/09/10,,1,22,2,22,3,22,4,22,2,22,8,22,6,22,4,22,0,22,0,22,0,22,0,22,0,22,1,22,2,22,1,22,1,22,0,22,2,22,427,279,249,188,0,0
AL,40,63,12,41,59,15,15,111,15233,114,12137,113,2570,111,338,113,137,111,10,111,14,111,1621,114,775,111,772,113,2512,111,2415,113,58,111,46,111,1587,114,0.79707099231628,113,12137,15227,0.214434710054234,109,2570,11985,0.171048252911814,110,2570,15025,0.500322788896062,110,775,1549,1.021424070573409,114,1621,1587,2021/09/10,,1,113,23,113,40,113,26,113,72,113,80,113,60,113,36,113,0,113,1,111,5,111,13,111,15,111,31,111,35,111,20,111,17,111,0,111,45,111,7605,1660,763,4119,0,32
AR,18,75,2,19,74,2,9,93,8405,95,6216,95,1104,93,129,95,66,93,3,93,11,93,917,95,384,93,380,95,1095,93,1027,95,9,93,7,93,982,95,0.739559785841761,95,6216,8405,0.178150718089398,93,1104,6197,0.132104822304655,93,1104,8357,0.399583766909469,93,384,961,0.933808553971487,95,917,982,2021/09/10,,1,95,15,95,7,95,11,95,19,95,36,95,20,95,19,95,1,95,0,93,4,93,7,93,6,93,7,93,16,93,13,93,13,93,0,93,13,93,4747,594,587,1769,0,82
AS,0,1,0,0,1,0,0,1,150,1,73,1,0,1,0,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.486666666666667,1,73,150,0,1,0,73,0,1,0,150,0,1,0,7,0.571428571428571,1,4,7,2021/09/10,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,30,0,0,0,0,0
AZ,35,67,3,34,68,3,11,102,15649,105,11274,105,2135,102,197,105,131,102,5,102,4,102,1408,105,538,102,535,105,2087,102,1824,105,48,102,36,102,2159,105,0.72042942041025,105,11274,15649,0.192933309235496,102,2135,11066,0.138897924663327,102,2135,15371,0.256924546322827,102,538,2094,0.652153774895785,105,1408,2159,2021/09/10,,2,105,7,105,20,105,39,105,43,105,38,105,26,105,20,105,2,105,1,102,8,102,14,102,17,102,19,102,25,102,27,102,20,102,0,102,86,102,1790,904,726,247,5,0
CA,108,231,35,128,210,36,49,366,62096,374,48130,374,7246,366,658,374,365,366,10,366,15,366,5679,374,1882,366,1851,374,7144,366,6790,374,102,366,84,366,7183,374,0.775090182942541,374,48130,62096,0.152348513519196,366,7246,47562,0.11822869077144,366,7246,61288,0.268933981137468,366,1882,6998,0.790616733955172,374,5679,7183,2021/09/10,,3,374,44,374,89,374,104,373,134,373,108,373,94,373,81,373,1,374,6,366,31,366,45,365,53,365,41,364,67,365,59,365,60,365,3,366,100,366,10969,9330,3368,2116,0,176
CO,14,62,20,12,64,20,8,94,11194,96,7936,96,1042,94,141,96,80,94,2,94,21,94,1043,96,375,94,376,96,1012,94,925,96,30,94,14,94,1341,96,0.70895122386993,96,7936,11194,0.132654360280076,94,1042,7855,0.093983945160999,94,1042,11087,0.286697247706422,94,375,1308,0.777777777777778,96,1043,1341,2021/09/10,,1,96,13,96,23,96,20,96,23,96,32,96,19,96,9,96,0,96,3,94,5,94,9,94,7,94,9,94,14,94,25,94,8,94,0,94,5,94,865,1017,274,271,0,9
CT,1,27,5,0,28,5,5,32,7886,33,6440,33,371,32,39,33,34,32,3,32,0,32,619,33,98,32,97,33,364,32,324,33,7,32,6,32,1052,33,0.816637078366726,33,6440,7886,0.058159586142029,32,371,6379,0.04757020130786,32,371,7799,0.095145631067961,32,98,1030,0.588403041825095,33,619,1052,2021/09/10,,0,33,3,33,4,33,5,33,1,33,9,33,6,33,8,33,3,33,0,32,6,32,2,32,0,32,1,32,4,32,12,32,9,32,0,32,6,32,1128,624,638,93,0,0
DC,0,12,2,0,12,2,1,12,3481,14,2806,14,134,13,11,14,46,13,2,13,2,13,279,14,28,12,26,13,113,13,105,14,21,13,17,13,341,14,0.806090203964378,14,2806,3481,0.049337260677467,13,134,2716,0.039940387481371,13,134,3355,0.087774294670846,12,28,319,0.818181818181818,14,279,341,2021/09/10,,0,14,0,14,0,14,1,14,0,14,5,14,3,14,2,14,0,14,1,13,4,13,10,13,3,13,12,13,7,13,7,13,2,13,0,13,0,12,277,258,148,30,0,0
DE,2,7,2,2,7,2,2,10,2935,11,2345,11,302,10,25,11,44,10,1,10,1,10,168,11,40,10,40,11,294,10,269,11,8,10,5,10,199,11,0.798977853492334,11,2345,2935,0.130060292850991,10,302,2322,0.103922918100482,10,302,2906,0.206185567010309,10,40,194,0.844221105527638,11,168,199,2021/09/10,,1,11,2,11,1,11,1,11,7,11,7,11,3,11,3,11,0,11,0,10,6,10,4,10,2,10,5,10,7,10,10,10,10,10,0,10,4,10,433,51,136,59,0,0
FL,40,135,59,38,137,59,125,228,55728,234,46871,234,10539,228,1095,234,238,228,36,228,24,228,6026,234,2575,228,2603,234,10378,228,10079,234,161,228,143,228,6723,234,0.841067327016939,234,46871,55728,0.228319504322017,228,10539,46159,0.192496666605783,228,10539,54749,0.39463601532567,228,2575,6525,0.896326044920422,234,6026,6723,2021/09/10,,4,234,53,234,126,234,127,234,183,234,195,234,172,234,181,234,54,234,3,228,18,228,30,228,27,228,39,228,52,228,35,228,33,228,1,228,206,228,11788,2421,3172,4402,0,16
GA,45,95,16,43,96,17,17,153,21320,156,19254,156,5854,153,707,156,141,153,56,153,56,153,2686,156,1578,153,1563,156,5745,153,5404,156,109,153,61,153,2780,156,0.903095684803002,156,19254,21320,0.307167593661454,153,5854,19058,0.278602703217209,153,5854,21012,0.58014705882353,153,1578,2720,0.966187050359712,156,2686,2780,2021/09/10,,2,156,48,155,47,156,69,156,109,156,116,156,97,156,62,156,79,156,3,153,8,152,9,152,6,152,19,152,19,152,24,152,15,152,40,153,96,153,9125,3043,1239,7398,0,98
HI,4,16,4,4,16,4,7,24,2412,24,1931,24,418,24,30,24,22,24,2,24,1,24,191,24,74,24,71,24,413,24,390,24,5,24,4,24,232,24,0.800580431177446,24,1931,2412,0.216468151216986,24,418,1931,0.173300165837479,24,418,2412,0.318965517241379,24,74,232,0.823275862068966,24,191,232,2021/09/10,,0,24,1,24,2,24,3,24,8,24,7,24,3,24,2,24,4,24,1,24,2,24,2,24,1,24,3,24,3,24,2,24,6,24,2,24,7,24,459,0,10,94,0,15
WV,21,38,4,22,37,4,9,59,6036,63,4800,63,964,59,101,63,65,59,7,59,1,59,560,63,263,59,271,63,950,59,920,63,14,59,13,59,672,63,0.795228628230616,63,4800,6036,0.204844878878028,59,964,4706,0.164814498204821,59,964,5849,0.423510466988728,59,263,621,0.833333333333333,63,560,672,2021/09/10,,1,63,1,63,13,63,15,63,19,63,24,63,15,63,13,63,0,63,2,59,5,59,8,59,5,59,14,59,15,59,8,59,8,59,0,59,4,59,13,0,2,109,0,6
WY,10,17,2,11,16,2,0,27,1598,29,804,29,213,27,32,29,36,27,0,27,0,27,98,29,50,27,52,29,213,27,213,29,0,27,0,27,138,29,0.503128911138924,29,804,1598,0.271683673469388,27,213,784,0.137685843568197,27,213,1547,0.378787878787879,27,50,132,0.710144927536232,29,98,138,2021/09/10,,0,29,2,29,3,29,3,29,3,29,11,29,6,29,4,29,0,29,0,27,2,27,2,27,7,27,8,27,11,27,2,27,4,27,0,27,4,27,694,490,256,145,0,0
